compa_ratio,compa_ratio_range,cost_center,country,current_rating,employee_id,ethnicity,gender,generation,high_performer,high_potential,hiring_source,is_leader,is_manager,job_family_group,job_level,job_profile,legal_full_name,length_of_service,location,management_level,manager_id,org_level_1,org_level_2,org_level_3,org_level_4,org_level_5,region,single_job_family,supervisory_org,tenure_category,total_compensation,age
1.245,Above Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,1476,Hispanic,Female,Generation Y/Millenials (1981-1996),True,False,Referral,False,False,Sales,P3,Sales - Inside Sales - P3 Inside Sales Representative,Christina Williams,10.186,New York,Individual Contributor,3179,Shareholders,Board,Sales,Sales Development,,AMER,Sales - Inside Sales,Sales Development,10-15 Years,96500,32.0
1.317,Above Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,1477,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Agency,False,False,Development,P4,IT - Product Development - Senior QA,Jose Hays,6.208,San Francisco,Individual Contributor,3793,Shareholders,Board,Technology & IT,IT,Network Support,AMER,IT - Product Development,Network Support,05-10 Years,144900,36.0
0.943,Below Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,1478,White,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Services,P3,Human Resources - P3 Human Resources Consultant,David Mullins,0.537,New York,Individual Contributor,2610,Shareholders,Board,People & Operations,Recruitment,,AMER,Human Resources,Recruitment,00-01 Years,73100,32.0
1.019,At Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,1479,White,Male,Generation Z (1997 and onwards),False,True,Referral,False,False,Services,P2,Legal - Corporate - P2 Legal Consultant,Howard Norman,0.723,San Francisco,Individual Contributor,5512,Shareholders,Board,Legal,Corporate Counsel,,AMER,Legal - Corporate,Corporate Counsel,00-01 Years,68800,26.0
1.257,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,4 - Exceeds Expectations,1480,White,Male,Generation Y/Millenials (1981-1996),False,True,Referral,False,False,Development,P3,IT - Product Development - P3 QA,Gary Martinez,10.186,Busan,Individual Contributor,3785,Shareholders,Board,Technology & IT,IT,Support Services,APAC,IT - Product Development,Support Services,10-15 Years,68200,32.0
0.874,Below Compa-Ratio,EMEA - France,France,1 - Unsatisfactory,1481,White,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P2,IT - Product Development - P2 QA,Steve Paul,1.937,Paris,Individual Contributor,5161,Shareholders,Board,Technology & IT,Technology,Engineering,EMEA,IT - Product Development,Engineering,01-02 Years,47200,28.0
0.993,At Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,1482,Black or African American,Female,Generation Y/Millenials (1981-1996),True,False,Referral,False,False,Sales,P2,Sales - Inside Sales - P2 Inside Sales Representative,Jasmine Beltran,1.932,Montreal,Individual Contributor,1690,Shareholders,Board,Sales,Customer Care,,AMER,Sales - Inside Sales,Customer Care,01-02 Years,67000,27.0
0.896,Below Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,1483,Hispanic,Male,Generation Y/Millenials (1981-1996),True,False,Recruiter,False,False,Services,P2,Legal - Corporate - P2 Legal Associate Consultant,Jonathan Glass,5.236,New York,Individual Contributor,5512,Shareholders,Board,Legal,Corporate Counsel,,AMER,Legal - Corporate,Corporate Counsel,05-10 Years,60500,28.0
1.287,Above Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,1484,Black or African American,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P4,IT - Product Development - Senior Business Analytics,Robert Acosta,11.792,New York,Individual Contributor,3489,Shareholders,Board,Technology & IT,IT,Systems,AMER,IT - Product Development,Systems,10-15 Years,141600,34.0
1.555,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,3 - Meets Expectations,1485,Asian,Male,Generation X (1965-1980),False,False,Linkedin,False,False,Services,P5,Human Resources - Principal Human Resources Consultant,Lance Short,4.162,Singapore,Individual Contributor,4165,Shareholders,Board,People & Operations,Pay & Reward,,APAC,Human Resources,Pay & Reward,02-05 Years,166000,50.0
1.252,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,4 - Exceeds Expectations,1486,White,Female,Generation Y/Millenials (1981-1996),False,True,Internal,False,False,Development,P3,IT - Product Development - P3 QA,Erica Miller,4.934,London,Individual Contributor,3428,Shareholders,Board,Technology & IT,Technology,Engineering,EMEA,IT - Product Development,Engineering,02-05 Years,77600,32.0
1.166,Above Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,1487,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Services,P3,Legal - Corporate - P3 Legal Consultant,Elizabeth Morrison,2.51,Toronto,Individual Contributor,1220,Shareholders,Board,Legal,Compliance & Regulation,,AMER,Legal - Corporate,Compliance & Regulation,02-05 Years,90400,29.0
1.281,Above Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,1488,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Development,P4,IT - Product Development - Senior Data Scientist,Michael Bell,7.027,Toronto,Manager,1561,Shareholders,Board,Technology & IT,,,AMER,IT - Product Development,Technology & IT,05-10 Years,140900,34.0
0.911,Below Compa-Ratio,Global Support - Asia/Pac,South Korea,1 - Unsatisfactory,1489,Asian,Male,Generation Y/Millenials (1981-1996),False,True,Recruiter,False,False,Development,P3,IT - Product Development - P3 Software Engineer,Sergio Gomez,7.145,Busan,Manager,2383,Shareholders,Board,Technology & IT,,,APAC,IT - Product Development,Technology & IT,05-10 Years,49400,30.0
1.468,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,1 - Unsatisfactory,1490,Hispanic,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Development,P4,IT - Product Development - Senior Data Scientist,Mrs. Veronica Gould MD,10.458,London,Individual Contributor,2838,Shareholders,Board,Technology & IT,IT,Security,EMEA,IT - Product Development,Security,10-15 Years,129200,35.0
1.38,Above Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,1491,White,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,Jack Owen,6.036,San Francisco,Individual Contributor,1475,Shareholders,Board,Sales,Customer Care,,AMER,Sales - Direct Sales,Customer Care,05-10 Years,151800,34.0
0.907,Below Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,1492,White,Female,Generation Y/Millenials (1981-1996),False,True,Agency,False,False,Services,P2,Human Resources - P2 Human Resources Consultant,Tiffany Thomas,4.236,San Francisco,Individual Contributor,5868,Shareholders,Board,People & Operations,Learning & Development,,AMER,Human Resources,Learning & Development,02-05 Years,61200,27.0
1.009,At Compa-Ratio,EMEA - United Kingdom,United Kingdom,3 - Meets Expectations,1493,White,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Development,P2,IT - Product Development - P2 Data Scientist,Rachael Johnson,3.562,London,Individual Contributor,4756,Shareholders,Board,Technology & IT,Technology,Design,EMEA,IT - Product Development,Design,02-05 Years,54500,27.0
1.285,Above Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,1494,Asian,Female,Generation X (1965-1980),False,False,Referral,False,True,Executive,M7,Executive Management - Vice President,Paula Diaz,27.877,Toronto,Vice President,2420,Shareholders,,,,,AMER,Executive Management,Shareholders,15+ Years,456100,51.0
1.257,Above Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,1495,American Indian or Alaska Native,Female,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,Latoya Jacobs,0.068,New York,Individual Contributor,3255,Shareholders,Board,Sales,Marketing,Content Marketing,AMER,Sales - Direct Sales,Content Marketing,00-01 Years,138300,36.0
1.394,Above Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,1496,Hispanic,Male,Generation X (1965-1980),False,False,Recruiter,False,False,Development,P5,IT - Product Development - Principal Data Scientist,Travis Watson,10.288,Toronto,Individual Contributor,3678,Shareholders,Board,Technology & IT,Technology,Design,AMER,IT - Product Development,Design,10-15 Years,212600,48.0
0.769,Below Compa-Ratio,Global Support - Asia/Pac,Singapore,3 - Meets Expectations,1497,Asian,Female,Generation Z (1997 and onwards),False,False,Referral,False,False,Development,P1,IT - Product Development - P1 Data Scientist,Laura Moreno,3.329,Singapore,Individual Contributor,5345,Shareholders,Board,Technology & IT,IT,Systems,APAC,IT - Product Development,Systems,02-05 Years,29600,25.0
1.512,Above Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,1498,Asian,Male,Baby Boomers (1946-1964),False,True,Agency,False,False,Finance,P5,FA - Accounting - Principal Accounting Settlement Specialist,Matthew Wright,37.033,San Francisco,Individual Contributor,1705,Shareholders,Board,Finance,Accounting,,AMER,FA - Accounting,Accounting,15+ Years,230600,64.0
1.444,Above Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,1499,White,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Executive,P4,Board Management - Senior Board Associate,Noah Porter,7.282,New York,Vice President,3257,Shareholders,Board,,,,AMER,Board Management,Board,05-10 Years,158800,35.0
1.388,Above Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,1500,Hispanic,Male,Generation Y/Millenials (1981-1996),True,False,Recruiter,False,False,Finance,P3,FA - Accounting - P3 Accounting Settlement Specialist,Justin Green,8.101,New York,Individual Contributor,3770,Shareholders,Board,Finance,Accounting,,AMER,FA - Accounting,Accounting,05-10 Years,107600,29.0
0.67,Below Compa-Ratio,EMEA - United Kingdom,United Kingdom,4 - Exceeds Expectations,1501,White,Male,Generation Z (1997 and onwards),False,True,Corporate Website,False,False,Development,P1,IT - Product Development - P1 Data Scientist,Jeremy Davies,2.184,London,Individual Contributor,4685,Shareholders,Board,Technology & IT,Technology,Quality Assurance,EMEA,IT - Product Development,Quality Assurance,02-05 Years,29500,25.0
1.001,At Compa-Ratio,EMEA - France,France,1 - Unsatisfactory,1502,White,Female,Baby Boomers (1946-1964),False,False,Linkedin,False,True,Development,M4,IT - Product Management - Senior Manager,Sydney Henry,2.129,Paris,Manager,5579,Shareholders,Board,Technology & IT,Technology,,EMEA,IT - Product Management,Technology,02-05 Years,158100,60.0
0.938,Below Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,1503,Hispanic,Male,Generation Y/Millenials (1981-1996),True,False,Referral,False,False,Finance,P2,FA - Accounting - P2 Accounting Settlement Specialist,Samuel Hayes,0.942,New York,Individual Contributor,4761,Shareholders,Board,Finance,Accounting,,AMER,FA - Accounting,Accounting,00-01 Years,63300,26.0
0.88,Below Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,1504,Hispanic,Male,Generation Y/Millenials (1981-1996),False,True,Internal,False,False,Finance,P2,FA - Accounting - P2 Finance Analyst,Jeremy Miller,0.408,Montreal,Individual Contributor,5876,Shareholders,Board,Finance,Accounting,,AMER,FA - Accounting,Accounting,00-01 Years,59400,27.0
1.115,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,1 - Unsatisfactory,1505,White,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Development,P4,IT - Product Development - Senior QA,Sarah Flores,11.608,London,Individual Contributor,2174,Shareholders,Board,Technology & IT,Technology,Quality Assurance,EMEA,IT - Product Development,Quality Assurance,10-15 Years,98100,34.0
1.239,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,1506,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Finance,P3,FA - Accounting - P3 Finance Analyst,Austin Daniels,6.699,New York,Individual Contributor,4996,Shareholders,Board,Finance,Financial Control,,AMER,FA - Accounting,Financial Control,05-10 Years,96000,32.0
1.166,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,1507,White,Male,Generation Y/Millenials (1981-1996),False,True,Referral,False,False,Finance,P3,FA - Accounting - P3 Finance Analyst,Samuel Joseph,4.671,Toronto,Individual Contributor,1705,Shareholders,Board,Finance,Accounting,,AMER,FA - Accounting,Accounting,02-05 Years,90400,31.0
1.168,Above Compa-Ratio,EMEA - France,France,4 - Exceeds Expectations,1508,White,Male,Generation Y/Millenials (1981-1996),False,True,Referral,False,False,Development,P3,IT - Product Development - P3 Data Scientist,Mark Leon,2.137,Paris,Individual Contributor,5587,Shareholders,Board,Technology & IT,Technology,Product,EMEA,IT - Product Development,Product,02-05 Years,72400,29.0
1.569,Above Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,1509,White,Male,Baby Boomers (1946-1964),False,True,Agency,False,False,Services,P5,Human Resources - Principal Human Resources Consultant,Bryan Harris,26.049,San Francisco,Individual Contributor,5303,Shareholders,Board,People & Operations,Learning & Development,,AMER,Human Resources,Learning & Development,15+ Years,239200,64.0
1.192,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,2 - Needs Improvement,1510,White,Male,Generation Y/Millenials (1981-1996),False,True,Corporate Website,False,False,Services,P3,Legal - Corporate - P3 Legal Consultant,Richard Johnson,6.181,London,Individual Contributor,1992,Shareholders,Board,Legal,Employment Counsel,,EMEA,Legal - Corporate,Employment Counsel,05-10 Years,73900,30.0
1.124,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,3 - Meets Expectations,1511,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Services,P3,Legal - Corporate - P3 Legal Consultant,Jackie Lara,8.279,Singapore,Individual Contributor,5512,Shareholders,Board,Legal,Corporate Counsel,,APAC,Legal - Corporate,Corporate Counsel,05-10 Years,61000,33.0
1.612,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,2 - Needs Improvement,1512,Black or African American,Male,Generation X (1965-1980),False,False,Recruiter,False,False,Sales,P5,Sales - Direct Sales - Principal Direct Sales Representative,Logan Miller,6.781,Daegu,Individual Contributor,4113,Shareholders,Board,Sales,Customer Care,,APAC,Sales - Direct Sales,Customer Care,05-10 Years,172100,53.0
1.241,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,1513,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Development,P3,IT - Product Development - P3 Software Engineer,Zachary Higgins,5.052,New York,Individual Contributor,4355,Shareholders,Board,Technology & IT,Technology,Engineering,AMER,IT - Product Development,Engineering,05-10 Years,96200,29.0
1.156,Above Compa-Ratio,EMEA - France,France,3 - Meets Expectations,1514,White,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P4,IT - Product Development - Senior QA,Patricia Morrow,14.479,Paris,Individual Contributor,2554,Shareholders,Board,Technology & IT,,,EMEA,IT - Product Development,Technology & IT,10-15 Years,101700,36.0
1.205,Above Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,1515,Hispanic,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Executive,P4,Board Management - Senior Board Associate,Valerie Day,3.57,San Francisco,Vice President,4890,Shareholders,Board,,,,AMER,Board Management,Board,02-05 Years,132600,37.0
0.849,Below Compa-Ratio,Global Support - Asia/Pac,Singapore,3 - Meets Expectations,1516,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Linkedin,False,False,Services,P2,Human Resources - P2 Human Resources Consultant,Melanie Cooper,5.975,Singapore,Individual Contributor,5586,Shareholders,Board,People & Operations,Recruitment,,APAC,Human Resources,Recruitment,05-10 Years,40100,28.0
1.015,At Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,1517,American Indian or Alaska Native,Male,Generation Y/Millenials (1981-1996),True,False,Internal,False,False,Development,P3,IT - Product Development - P3 Data Scientist,Richard Bowman,3.049,Toronto,Individual Contributor,1100,Shareholders,Board,Technology & IT,Technology,Engineering,AMER,IT - Product Development,Engineering,02-05 Years,78700,29.0
1.333,Above Compa-Ratio,EMEA - France,France,1 - Unsatisfactory,1518,Hispanic,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Sales,P4,Sales - Inside Sales - Senior Inside Sales Representative,Vincent Reynolds,13.759,Paris,Individual Contributor,3427,Shareholders,Board,Sales,Customer Care,,EMEA,Sales - Inside Sales,Customer Care,10-15 Years,117300,35.0
1.33,Above Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,1519,Hispanic,Female,Generation Y/Millenials (1981-1996),False,False,Agency,False,False,Services,P3,Human Resources - P3 Human Resources Analyst,Amy Martinez,7.649,Montreal,Individual Contributor,5586,Shareholders,Board,People & Operations,Learning & Development,,AMER,Human Resources,Learning & Development,05-10 Years,103100,33.0
1.219,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,1 - Unsatisfactory,1520,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Development,P5,IT - Product Development - Principal QA,Christopher Morris,11.175,Singapore,Individual Contributor,5579,Shareholders,Board,Technology & IT,Technology,,APAC,IT - Product Development,Technology,10-15 Years,130100,42.0
1.106,Above Compa-Ratio,AMER - Canada,Canada,3 - Meets Expectations,1521,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,Hannah Everett,0.285,Edmonton,Individual Contributor,2955,Shareholders,Board,Sales,Account Executives,,AMER,Sales - Direct Sales,Account Executives,00-01 Years,85700,32.0
1.021,At Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,1522,White,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P3,Sales - Inside Sales - P3 Inside Sales Representative,Ryan King,9.241,Toronto,Individual Contributor,5165,Shareholders,Board,Sales,Account Executives,,AMER,Sales - Inside Sales,Account Executives,05-10 Years,79100,31.0
1.221,Above Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,1523,Asian,Male,Generation Y/Millenials (1981-1996),False,True,Corporate Website,False,False,Sales,P3,Sales - Inside Sales - P3 Inside Sales Representative,Juan Martinez,2.266,New York,Individual Contributor,4240,Shareholders,Board,Sales,Account Executives,,AMER,Sales - Inside Sales,Account Executives,02-05 Years,94600,30.0
1.019,At Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,1524,Black or African American,Male,Generation Z (1997 and onwards),False,False,Agency,False,False,Development,P2,IT - Product Development - P2 Software Engineer,Joseph Shaw,0.173,San Francisco,Individual Contributor,3637,Shareholders,Board,Technology & IT,IT,Support Services,AMER,IT - Product Development,Support Services,00-01 Years,68800,26.0
0.981,At Compa-Ratio,EMEA - France,France,2 - Needs Improvement,1525,White,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P2,IT - Product Development - P2 Business Analytics,Teresa Moore,4.649,Paris,Individual Contributor,1543,Shareholders,Board,Technology & IT,Technology,Engineering,EMEA,IT - Product Development,Engineering,02-05 Years,53000,27.0
1.277,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,1526,American Indian or Alaska Native,Female,Generation X (1965-1980),False,False,Referral,False,False,Sales,P5,Sales - Inside Sales - Principal Inside Sales Representative,Michelle Jacobs,17.556,Vancouver,Individual Contributor,2397,Shareholders,Board,Sales,Marketing,Content Marketing,AMER,Sales - Inside Sales,Content Marketing,15+ Years,194800,44.0
0.901,Below Compa-Ratio,EMEA - United Kingdom,United Kingdom,2 - Needs Improvement,1527,Hispanic,Female,Generation X (1965-1980),False,False,Agency,False,True,Sales,M3,Sales - Management - Manager,Kristy Bryan,1.658,London,Manager,1239,Shareholders,Board,Sales,,,EMEA,Sales - Management,Sales,01-02 Years,131600,56.0
1.118,Above Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,1528,American Indian or Alaska Native,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Services,P4,Legal - Corporate - Senior Legal Associate Consultant,Amber May,7.148,Toronto,Individual Contributor,2812,Shareholders,Board,Legal,Compliance & Regulation,,AMER,Legal - Corporate,Compliance & Regulation,05-10 Years,123000,35.0
1.111,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,1 - Unsatisfactory,1529,White,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Services,P3,Legal - Corporate - P3 Legal Associate Consultant,Matthew Wang,2.118,London,Individual Contributor,5512,Shareholders,Board,Legal,Employment Counsel,,EMEA,Legal - Corporate,Employment Counsel,02-05 Years,68900,33.0
0.887,Below Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,1530,White,Male,Generation Z (1997 and onwards),False,False,Referral,False,False,Development,P1,IT - Product Development - P1 Data Scientist,Mark Jimenez,0.521,Toronto,Individual Contributor,3489,Shareholders,Board,Technology & IT,IT,Security,AMER,IT - Product Development,Security,00-01 Years,48800,24.0
1.218,Above Compa-Ratio,EMEA - France,France,3 - Meets Expectations,1531,White,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Executive,P4,Board Management - Senior Board Associate,Dylan Frye,10.093,Marseille,Vice President,1761,Shareholders,Board,,,,EMEA,Board Management,Board,10-15 Years,107200,36.0
1.406,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,1532,Hispanic,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,True,True,Executive,M7,Board Management - Vice President,Robert Cohen,15.827,Calgary,Vice President,5973,Shareholders,Board,,,,AMER,Board Management,Board,15+ Years,499300,40.0
0.66,Below Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,1533,White,Male,Generation Z (1997 and onwards),False,True,Referral,False,False,Development,P1,IT - Product Development - P1 Business Analytics,Benjamin Brown,0.427,San Francisco,Individual Contributor,4008,Shareholders,Board,Technology & IT,IT,Support Services,AMER,IT - Product Development,Support Services,00-01 Years,36300,22.0
1.368,Above Compa-Ratio,EMEA - France,France,5 - Outstanding Performance,1534,White,Male,Generation Y/Millenials (1981-1996),True,False,Internal,False,False,Development,P4,IT - Product Development - Senior QA,John Harris,7.679,Paris,Individual Contributor,4345,Shareholders,Board,Technology & IT,IT,Support Services,EMEA,IT - Product Development,Support Services,05-10 Years,120400,36.0
0.974,At Compa-Ratio,EMEA - United Kingdom,United Kingdom,1 - Unsatisfactory,1535,White,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Development,P3,IT - Product Development - P3 QA,Erik Higgins,5.77,London,Individual Contributor,3617,Shareholders,Board,Technology & IT,Technology,Design,EMEA,IT - Product Development,Design,05-10 Years,60400,32.0
1.39,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,1 - Unsatisfactory,1536,White,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Executive,P4,Board Management - Senior Board Associate,Scott Hester,6.844,London,Vice President,3257,Shareholders,Board,,,,EMEA,Board Management,Board,05-10 Years,122300,36.0
1.616,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,3 - Meets Expectations,1537,Asian,Female,Baby Boomers (1946-1964),False,False,Recruiter,False,False,Development,P5,IT - Product Development - Principal Software Engineer,Jacqueline Hoffman,38.671,Busan,Individual Contributor,3797,Shareholders,Board,Technology & IT,,,APAC,IT - Product Development,Technology & IT,15+ Years,172500,61.0
0.904,Below Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,1538,White,Female,Generation Y/Millenials (1981-1996),False,True,Internal,False,False,Finance,P2,FA - Accounting - P2 Accounting Settlement Specialist,Julie Adams,7.066,Toronto,Individual Contributor,2845,Shareholders,Board,Finance,Financial Control,,AMER,FA - Accounting,Financial Control,05-10 Years,61000,28.0
0.942,Below Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,1539,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,Anne Roberts,7.674,San Francisco,Individual Contributor,5689,Shareholders,Board,Sales,Marketing,Search Engine Optimization,AMER,Sales - Direct Sales,Search Engine Optimization,05-10 Years,73000,32.0
1.003,At Compa-Ratio,EMEA - United Kingdom,United Kingdom,5 - Outstanding Performance,1540,White,Male,Generation Y/Millenials (1981-1996),True,False,Recruiter,False,False,Finance,P4,FA - Accounting - Senior Accounting Settlement Specialist,Luis Wright,9.501,London,Individual Contributor,4620,Shareholders,Board,Finance,Financial Control,,EMEA,FA - Accounting,Financial Control,05-10 Years,88300,35.0
1.391,Above Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,1541,White,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Development,P4,IT - Product Development - Senior Software Engineer,Christopher Murphy,3.666,Toronto,Individual Contributor,5278,Shareholders,Board,Technology & IT,Technology,Engineering,AMER,IT - Product Development,Engineering,02-05 Years,153000,34.0
1.474,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,5 - Outstanding Performance,1542,Black or African American,Female,Generation X (1965-1980),True,False,Recruiter,True,True,Finance,M6,FA - Management - Senior Director,Emily Hines,22.282,Singapore,Director,3540,Shareholders,Board,Finance,,,APAC,FA - Management,Finance,15+ Years,278600,54.0
0.727,Below Compa-Ratio,Global Support - Asia/Pac,Singapore,2 - Needs Improvement,1543,Asian,Male,Baby Boomers (1946-1964),False,False,Internal,False,True,Development,M2,IT - Product Management - Associate Manager,Jose Jimenez,24.732,Singapore,Manager,1632,Shareholders,Board,Technology & IT,Technology,,APAC,IT - Product Management,Technology,15+ Years,87800,60.0
1.25,Above Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,1544,Hispanic,Male,Generation Y/Millenials (1981-1996),True,False,Referral,False,False,Development,P3,IT - Product Development - P3 Business Analytics,Alexander Landry,4.29,Montreal,Individual Contributor,1543,Shareholders,Board,Technology & IT,Technology,Design,AMER,IT - Product Development,Design,02-05 Years,96900,31.0
1.48,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,2 - Needs Improvement,1545,White,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Services,P4,Human Resources - Senior Human Resources Consultant,Tracy Lewis,5.896,London,Individual Contributor,5747,Shareholders,Board,People & Operations,Pay & Reward,,EMEA,Human Resources,Pay & Reward,05-10 Years,130200,35.0
1.588,Above Compa-Ratio,EMEA - France,France,2 - Needs Improvement,1546,White,Female,Baby Boomers (1946-1964),False,False,Referral,False,False,Sales,P5,Sales - Inside Sales - Principal Inside Sales Representative,Amber Simpson,27.219,Marseille,Individual Contributor,1340,Shareholders,Board,Sales,Account Executives,,EMEA,Sales - Inside Sales,Account Executives,15+ Years,193700,62.0
1.101,Above Compa-Ratio,EMEA - France,France,5 - Outstanding Performance,1547,White,Male,Generation Y/Millenials (1981-1996),True,False,Linkedin,False,False,Development,P4,IT - Product Development - Senior Business Analytics,Matthew Ruiz,6.6,Paris,Individual Contributor,5579,Shareholders,Board,Technology & IT,Technology,Engineering,EMEA,IT - Product Development,Engineering,05-10 Years,96900,36.0
1.597,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,1 - Unsatisfactory,1548,Hispanic,Male,Generation X (1965-1980),False,False,Recruiter,False,False,Executive,P5,Executive Management - Principal Operations Executive,Ryan Jordan,13.975,London,Executive Vice President,1000,Shareholders,,,,,EMEA,Executive Management,Shareholders,10-15 Years,194800,58.0
1.036,At Compa-Ratio,EMEA - United Kingdom,United Kingdom,5 - Outstanding Performance,1549,Hispanic,Male,Generation Y/Millenials (1981-1996),True,False,Internal,False,False,Finance,P4,FA - Accounting - Senior Finance Analyst,Nicholas Gallagher,11.115,London,Individual Contributor,4518,Shareholders,Board,Finance,Accounting,,EMEA,FA - Accounting,Accounting,10-15 Years,91200,36.0
